# index, pos, _pos
1599,"array([   8.48, 1001.29])","array([-3.53088271,  2.23213736])"
1600,"array([ 80.83, 327.45])","array([-4.00189628,  5.38027137])"
1601,"array([ 800.99, 1055.27])","array([-0.47742363,  4.10046574])"
1602,"array([804.02, 909.7 ])","array([-0.96801791,  4.31469527])"
1603,"array([807.2 , 409.94])","array([-0.82225687,  7.32717965])"
1604,"array([807.24, 687.6 ])","array([-1.06019546,  5.89202417])"
1605,"array([ 807.62, 1229.11])","array([2.49287551, 3.61883571])"
1606,"array([807.69, 973.41])","array([-0.70022797,  4.32112488])"
1607,"array([ 808.12, 1017.9 ])","array([-0.58137031,  4.23846006])"
1608,"array([808.57, 350.42])","array([-0.89621329,  7.39649786])"
1609,"array([  81.4 , 1110.92])","array([-3.02756135,  1.64547568])"
1610,"array([811.05, 986.  ])","array([-0.61397453,  4.29899487])"
1611,"array([ 811.23, 1322.77])","array([2.76007645, 3.38001434])"
1612,"array([ 811.79, 1069.96])","array([-0.51572577,  4.07109486])"
1613,"array([813.08, 742.65])","array([-0.81805702,  5.5631702 ])"
1614,"array([815.16, 708.04])","array([-0.91313112,  5.72249527])"
1615,"array([815.46, 981.19])","array([-0.64745114,  4.35544421])"
1616,"array([816.  , 689.69])","array([-0.95257793,  5.9604188 ])"
1617,"array([ 817.2 , 1241.24])","array([2.51678234, 3.69027791])"
1618,"array([818.08, 621.29])","array([-1.02425627,  6.38729123])"
1619,"array([819.33, 482.  ])","array([-0.75552562,  6.97174945])"
1620,"array([819.75, 639.64])","array([-1.01166895,  6.27672849])"
1621,"array([  82.4 , 1087.56])","array([-3.2795153 ,  1.75941829])"
1622,"array([ 82.46, 490.94])","array([-4.14955517,  4.37308423])"
1623,"array([820.22, 663.32])","array([-0.94426564,  6.19040914])"
1624,"array([820.43, 195.15])","array([-5.27092366,  6.89002659])"
1625,"array([820.58, 681.76])","array([-0.91758761,  6.07120531])"
1626,"array([820.79, 378.64])","array([-0.80567302,  7.38156868])"
1627,"array([821.94, 923.73])","array([-0.82392695,  4.3964327 ])"
1628,"array([822.25, 534.13])","array([-1.07646371,  6.70040861])"
1629,"array([825.17, 779.35])","array([-0.73128223,  5.42963938])"
1630,"array([ 825.5 , 1216.33])","array([2.35252659, 3.65753581])"
1631,"array([ 825.82, 1384.61])","array([3.01579613, 3.66568702])"
1632,"array([ 826.14, 1235.49])","array([2.39872706, 3.7372653 ])"
1633,"array([826.42, 711.37])","array([-0.84283083,  5.78732846])"
1634,"array([828.51, 521.62])","array([-1.06334613,  6.81289598])"
1635,"array([ 829.72, 1001.92])","array([-0.5461743,  4.2887731])"
1636,"array([830.18, 556.23])","array([-1.08744313,  6.51426472])"
1637,"array([831.01, 701.78])","array([-0.85304286,  5.92500592])"
1638,"array([832.31, 965.2 ])","array([-0.61625151,  4.40845961])"
1639,"array([ 833.16, 1231.66])","array([2.31557593, 3.72019428])"
1640,"array([834.76, 760.17])","array([-0.72535385,  5.53915028])"
1641,"array([ 835.4 , 1380.78])","array([2.96942122, 3.69593808])"
1642,"array([836.22, 664.87])","array([-0.89139525,  6.26142452])"
1643,"array([837.47, 852.13])","array([-0.59253236,  5.18756902])"
1644,"array([837.68, 556.23])","array([-1.04608831,  6.59546999])"
1645,"array([838.1 , 625.88])","array([-0.91693011,  6.37125639])"
1646,"array([838.79, 943.17])","array([-0.67234509,  4.52868038])"
1647,"array([ 838.91, 1301.27])","array([2.64552367, 3.68435732])"
1648,"array([839.72, 604.83])","array([-0.89911483,  6.47683424])"
1649,"array([  84.02, 1467.97])","array([4.50844473, 1.25864345])"
1650,"array([ 84.63, 723.4 ])","array([-4.17909546,  3.38401159])"
1651,"array([841.44, 688.85])","array([-0.82697969,  6.0554528 ])"
1652,"array([ 843.54, 1022.22])","array([-0.49885603,  4.22710231])"
1653,"array([ 843.7 , 1341.82])","array([2.84044236, 3.7499216 ])"
1654,"array([ 843.7 , 1375.67])","array([2.90627393, 3.73971643])"
1655,"array([844.41, 953.97])","array([-0.56232022,  4.52080144])"
1656,"array([ 844.98, 1463.8 ])","array([3.28651103, 3.688009  ])"
1657,"array([ 845.94, 1203.56])","array([2.22855796, 3.70797212])"
1658,"array([846.86, 559.15])","array([-0.9626728 ,  6.55340974])"
1659,"array([847.43, 988.96])","array([-0.54860998,  4.36420325])"
1660,"array([848.11, 426.12])","array([-0.70139473,  7.30229195])"
1661,"array([ 849.13, 1266.78])","array([2.31540575, 3.80974536])"
1662,"array([849.15, 673.63])","array([-0.81525649,  6.20201271])"
1663,"array([852.7 , 732.64])","array([-0.77145707,  5.68752605])"
1664,"array([854.16, 626.92])","array([-0.83297116,  6.36200959])"
1665,"array([ 855.31, 1215.61])","array([2.22396077, 3.76705411])"
1666,"array([855.62, 560.82])","array([-0.93548119,  6.6202891 ])"
1667,"array([855.64, 999.76])","array([-0.48513827,  4.36465479])"
1668,"array([ 856.15, 1195.26])","array([2.11241347, 3.76370427])"
1669,"array([ 856.47, 1331.6 ])","array([2.77493431, 3.76280555])"
1670,"array([ 856.47, 1479.12])","array([3.24912708, 3.82498104])"
1671,"array([857.71, 805.54])","array([-0.58365856,  5.37421949])"
1672,"array([858.12, 728.89])","array([-0.76198562,  5.79443718])"
1673,"array([859.09, 927.62])","array([-0.5642273,  4.6734489])"
1674,"array([859.74, 955.48])","array([-0.46888897,  4.4973354 ])"
1675,"array([859.79, 604.61])","array([-0.81295484,  6.51893531])"
1676,"array([ 86.48, 130.1 ])","array([-3.92216796,  5.84468871])"
1677,"array([  86.57, 1294.64])","array([-2.53959378,  1.05060016])"
1678,"array([  86.76, 1552.44])","array([4.55179973, 1.39488193])"
1679,"array([ 86.8 , 405.66])","array([-4.05213144,  5.22433568])"
1680,"array([ 86.8 , 514.29])","array([-4.16944192,  4.24058273])"
1681,"array([860.62, 560.82])","array([-0.93282074,  6.69172534])"
1682,"array([860.62, 722.63])","array([-0.77351749,  5.90426802])"
1683,"array([861.68, 889.18])","array([-0.52247265,  5.01471632])"
1684,"array([862.29, 500.35])","array([-0.68408005,  7.01018363])"
1685,"array([863.41, 933.67])","array([-0.48691446,  4.62944067])"
1686,"array([ 863.82, 1287.86])","array([2.28847501, 3.87961589])"
1687,"array([ 864.14, 1371.84])","array([2.8500846 , 3.69904202])"
1688,"array([ 865.09, 1191.43])","array([2.02452607, 3.85718927])"
1689,"array([866.04, 825.23])","array([-0.5262363 ,  5.31782548])"
1690,"array([866.88, 547.89])","array([-0.91123948,  6.75286295])"
1691,"array([ 868.29, 1232.3 ])","array([2.15364998, 3.85153167])"
1692,"array([869.24, 940.37])","array([-0.39758917,  4.61271702])"
1693,"array([869.63, 389.17])","array([-0.71268206,  7.36726951])"
1694,"array([ 870.52, 1419.09])","array([2.93480327, 3.81151896])"
1695,"array([870.63, 542.47])","array([-0.94280709,  6.817533  ])"
1696,"array([871.46, 835.24])","array([-0.48502061,  5.2417898 ])"
1697,"array([873.55, 534.55])","array([-0.92096961,  6.85736509])"
1698,"array([ 873.72, 1499.56])","array([3.19323555, 3.95867908])"
1699,"array([875.01, 700.32])","array([-0.73183768,  6.00469304])"
1700,"array([875.84, 676.13])","array([-0.71708811,  6.12794118])"
1701,"array([876.05, 801.87])","array([-0.61538803,  5.44708607])"
1702,"array([ 876.91, 1506.58])","array([3.27103123, 3.98355096])"
1703,"array([877.02, 910.56])","array([-0.48576755,  4.83552057])"
1704,"array([ 877.55, 1365.45])","array([2.78437671, 3.70173982])"
1705,"array([ 877.95, 1247.25])","array([2.23272064, 3.85721249])"
1706,"array([882.1 , 853.79])","array([-0.42002767,  5.1569286 ])"
1707,"array([883.07, 917.04])","array([-0.4160653 ,  4.72757557])"
1708,"array([883.14, 521.2 ])","array([-0.78187224,  6.89127233])"
1709,"array([883.56, 474.49])","array([-0.60962213,  7.05963624])"
1710,"array([ 883.93, 1439.53])","array([2.99947314, 3.84582622])"
1711,"array([884.39, 816.89])","array([-0.5105102 ,  5.37908921])"
1712,"array([886.48, 509.94])","array([-0.69010102,  6.94762608])"
1713,"array([887.94, 684.06])","array([-0.61688201,  6.05628963])"
1714,"array([888.56, 565.83])","array([-0.75482787,  6.68408713])"
1715,"array([ 889.36, 1175.46])","array([1.92499667, 3.92762919])"
1716,"array([889.4 , 437.79])","array([-0.57961828,  7.25169412])"
1717,"array([889.98, 921.79])","array([-0.28451401,  4.71068889])"
1718,"array([  89.91, 1154.14])","array([-2.84493756,  1.53943088])"
1719,"array([ 890.  , 1222.72])","array([2.05612309, 3.93058094])"
1720,"array([892.52, 872.98])","array([-0.43492552,  5.03115865])"
1721,"array([893.57, 502.02])","array([-0.59568351,  6.9754913 ])"
1722,"array([ 895.11, 1273.81])","array([2.22881905, 3.93768395])"
1723,"array([896.49, 822.72])","array([-0.40266428,  5.3294901 ])"
1724,"array([897.95, 668.63])","array([-0.58721891,  6.14875969])"
1725,"array([898.15, 479.5 ])","array([-0.52292822,  7.05638944])"
1726,"array([898.36, 611.91])","array([-0.50943564,  6.39287852])"
1727,"array([898.69, 397.17])","array([-0.62934956,  7.33385828])"
1728,"array([899.48, 892.85])","array([-0.38752458,  4.91699558])"
1729,"array([ 900.22, 1175.46])","array([1.85745906, 4.03169975])"
1730,"array([ 900.54, 1434.42])","array([3.02679761, 3.90737326])"
1731,"array([904.2 , 834.19])","array([-0.33686711,  5.22972799])"
1732,"array([905.24, 440.71])","array([-0.46383775,  7.14350493])"
1733,"array([ 906.6 , 1211.86])","array([1.9587356 , 4.00112598])"
1734,"array([907.75, 481.17])","array([-0.4296641 ,  7.03091222])"
1735,"array([908.37, 900.92])","array([-0.21756523,  4.78487653])"
1736,"array([ 908.52, 1136.51])","array([1.5779072 , 4.18585409])"
1737,"array([910.67, 538.3 ])","array([-0.70135942,  6.8171259 ])"
1738,"array([ 912.35, 1176.1 ])","array([1.75041364, 4.14341204])"
1739,"array([913.38, 894.25])","array([-0.24989078,  4.89313224])"
1740,"array([914.21, 642.77])","array([-0.56995196,  6.25058158])"
1741,"array([ 916.82, 1236.13])","array([1.96256048, 4.08224318])"
1742,"array([917.34, 583.34])","array([-0.5845587 ,  6.67215667])"
1743,"array([918.59, 441.96])","array([-0.31489655,  7.07778287])"
1744,"array([920.47, 930.53])","array([-0.11895508,  4.74657808])"
1745,"array([922.97, 862.14])","array([-0.20813939,  5.20643678])"
1746,"array([ 923.85, 1255.29])","array([2.02998969, 4.09219074])"
1747,"array([ 924.86, 1136.4 ])","array([1.41255783, 4.24335181])"
1748,"array([ 925.47, 1115.7 ])","array([1.30474142, 4.24185947])"
1749,"array([925.68, 519.12])","array([-0.58370874,  6.89484   ])"
1750,"array([925.89, 716.17])","array([-0.46946423,  5.99633087])"
1751,"array([925.89, 872.98])","array([-0.17075969,  5.08305281])"
1752,"array([ 926.4, 1268.7])","array([2.08999168, 4.01898828])"
1753,"array([926.72, 627.76])","array([-0.54525535,  6.35424981])"
1754,"array([ 927.36, 1394.83])","array([2.88973577, 3.85845311])"
1755,"array([ 929.12, 1105.96])","array([1.20537958, 4.28238815])"
1756,"array([ 93.32, 357.32])","array([-4.07730769,  5.30713868])"
1757,"array([  93.41, 1227.72])","array([-2.74286231,  1.21730564])"
1758,"array([930.06, 887.99])","array([-0.13245529,  4.96115973])"
1759,"array([932.56, 726.18])","array([-0.36234865,  5.92424908])"
1760,"array([932.98, 621.5 ])","array([-0.49331449,  6.4456607 ])"
1761,"array([933.6 , 489.09])","array([-0.45413547,  6.93239163])"
1762,"array([935.06, 895.5 ])","array([0.01094343, 4.92825503])"
1763,"array([ 935.66, 1283.71])","array([2.18715744, 4.04068051])"
1764,"array([937.56, 805.42])","array([-0.30373441,  5.43938981])"
1765,"array([940.48, 908.01])","array([0.1076284 , 4.87554542])"
1766,"array([940.69, 459.48])","array([-0.39073135,  6.99363543])"
1767,"array([941.74, 607.74])","array([-0.50970173,  6.55941068])"
1768,"array([941.74, 925.53])","array([0.07560673, 4.76418379])"
1769,"array([ 942.69, 1426.76])","array([2.99564387, 3.96254105])"
1770,"array([946.11, 449.05])","array([-0.32376418,  7.02184951])"
1771,"array([946.32, 939.29])","array([0.26204963, 4.72180012])"
1772,"array([947.16, 789.99])","array([-0.27276047,  5.71078677])"
1773,"array([947.16, 824.18])","array([-0.21039952,  5.37370977])"
1774,"array([ 947.38, 1104.75])","array([1.12529465, 4.3521269 ])"
1775,"array([947.99, 800.83])","array([-0.27324444,  5.5914136 ])"
1776,"array([ 948.6 , 1069.45])","array([0.94067395, 4.41483062])"
1777,"array([948.8 , 440.12])","array([-0.26407779,  6.99418229])"
1778,"array([ 950.08, 1007.27])","array([0.44046871, 4.63645056])"
1779,"array([951.06, 548.25])","array([-0.45611511,  6.75581768])"
1780,"array([ 951.12, 1040.  ])","array([0.6220736 , 4.56116174])"
1781,"array([ 951.95, 1057.1 ])","array([0.77577501, 4.47613326])"
1782,"array([ 952.9 , 1336.07])","array([2.50781919, 4.09361134])"
1783,"array([ 952.9 , 1461.88])","array([3.09305228, 4.07191213])"
1784,"array([955.08, 765.8 ])","array([-0.2587731 ,  5.82582492])"
1785,"array([ 955.13, 1190.85])","array([1.86335856, 4.22143164])"
1786,"array([955.5 , 590.64])","array([-0.4142965 ,  6.53491224])"
1787,"array([ 956.1, 1278.6])","array([2.2291255 , 4.15554684])"
1788,"array([957.17, 847.54])","array([-0.11841018,  5.30713708])"
1789,"array([ 957.37, 1313.72])","array([2.3926431 , 4.16868139])"
1790,"array([957.58, 707.41])","array([-0.36673066,  6.00198829])"
1791,"array([957.58, 889.66])","array([0.11761393, 4.94031036])"
1792,"array([ 957.69, 1224.  ])","array([1.93486361, 4.16240667])"
1793,"array([ 958.97, 1238.69])","array([2.01301604, 4.18170093])"
1794,"array([ 959.93, 1332.24])","array([2.47613462, 4.1716588 ])"
1795,"array([ 960.57, 1306.06])","array([2.31658678, 4.19862984])"
1796,"array([ 963.21, 1098.05])","array([1.29257516, 4.32633062])"
1797,"array([963.42, 778.73])","array([-0.23829315,  5.75340791])"
1798,"array([ 965.3 , 1037.09])","array([0.72324589, 4.58514987])"
1799,"array([965.72, 499.1 ])","array([-0.36777113,  6.85053366])"
1800,"array([965.92, 904.26])","array([0.21982723, 4.94648001])"
1801,"array([965.92, 924.69])","array([0.23349207, 4.81940382])"
1802,"array([967.59, 886.32])","array([0.16886384, 4.95946129])"
1803,"array([ 97.01, 307.89])","array([-3.83848142,  5.57340891])"
1804,"array([970.09, 786.65])","array([-0.22599182,  5.68544237])"
1805,"array([972.6 , 722.43])","array([-0.27104009,  6.0608655 ])"
1806,"array([ 972.7 , 1327.13])","array([2.50283647, 4.25670989])"
1807,"array([ 973.22, 1038.75])","array([0.80444556, 4.56332761])"
1808,"array([ 974.3 , 1383.65])","array([2.77095119, 4.24720088])"
1809,"array([974.68, 643.19])","array([-0.40201413,  6.4154236 ])"
1810,"array([975.31, 572.08])","array([-0.37995913,  6.60820222])"
1811,"array([975.93, 921.77])","array([0.20686242, 4.74320363])"
1812,"array([ 978.23, 1055.85])","array([0.88194298, 4.49011482])"
1813,"array([978.7 , 460.33])","array([-0.28301548,  6.90658766])"
1814,"array([ 978.96, 1009.46])","array([0.78391031, 4.64378722])"
1815,"array([ 979.41, 1397.06])","array([2.82845802, 4.21008939])"
1816,"array([  98.75, 1207.7 ])","array([-2.76995603,  1.28512452])"
1817,"array([980.1 , 716.17])","array([-0.17699205,  6.1298107 ])"
1818,"array([981.77, 655.7 ])","array([-0.33896952,  6.35324144])"
1819,"array([ 982.6 , 1234.22])","array([2.05912118, 4.27487142])"
1820,"array([ 983.29, 1007.97])","array([0.81733305, 4.74804393])"
1821,"array([ 985.15, 1408.56])","array([2.86608881, 4.25573457])"
1822,"array([986.57, 575.42])","array([-0.35675188,  6.68560739])"
1823,"array([987.19, 743.69])","array([-0.13608413,  5.8617232 ])"
1824,"array([ 988.67, 1447.19])","array([3.08029684, 4.25089835])"
1825,"array([  99.09, 1067.53])","array([-3.28275824,  1.86696489])"
1826,"array([  99.09, 1131.28])","array([-2.91905153,  1.6075748 ])"
1827,"array([  99.92, 1261.93])","array([-2.61678549,  1.0818162 ])"
1828,"array([ 990.58, 1267.1 ])","array([2.20390012, 4.25766298])"
1829,"array([ 990.6 , 1099.88])","array([1.39073481, 4.39103705])"
1830,"array([990.74, 567.91])","array([-0.35565528,  6.7613373 ])"
1831,"array([991.16, 740.15])","array([-0.00921604,  5.95238468])"
1832,"array([ 993.03, 1004.32])","array([0.84183885, 4.8600294 ])"
1833,"array([ 993.14, 1298.4 ])","array([2.35304613, 4.27979329])"
1834,"array([ 993.24, 1033.75])","array([0.94656949, 4.49131296])"
1835,"array([993.45, 622.75])","array([-0.34676156,  6.45362293])"
1836,"array([994.28, 757.04])","array([-0.18365543,  5.77023824])"
1837,"array([995.12, 648.61])","array([-0.26012237,  6.31755012])"
1838,"array([ 997.61, 1477.85])","array([3.16240175, 4.35127854])"
1839,"array([999.29, 627.76])","array([-0.2577475 ,  6.38714905])"
