"nodes","max.update","n.seeds","threshold","z","time","n.run","cascade.fraction"
10000,100,1,0.18,1,3,100,2e-04
10000,100,1,0.18,1,17,100,0.0064
10000,100,1,0.18,1,21,100,0.0067
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,28,100,0.0112
10000,100,1,0.18,1,3,100,2e-04
10000,100,1,0.18,1,5,100,6e-04
10000,100,1,0.18,1,6,100,8e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,8,100,0.0011
10000,100,1,0.18,1,3,100,2e-04
10000,100,1,0.18,1,58,100,0.0524
10000,100,1,0.18,1,6,100,6e-04
10000,100,1,0.18,1,23,100,0.0096
10000,100,1,0.18,1,2,100,1e-04
